method,setup_seconds,setup_operation,fit_or_setup_seconds,vectorstore_reused,vectorstore_build_seconds,vectorstore_load_seconds,inference_seconds,inference_seconds_per_sample,total_runtime_seconds,total_runtime_seconds_per_sample,retrieval_seconds,retrieval_seconds_per_sample,llm_seconds,llm_seconds_per_sample
ollama_gemma3_27b_nomic_embed_rag,1.0098559000034584,vectorstore_build,1.0098559000034584,False,1.0098559000034584,0.0,746.1574455999944,10.972903611764623,747.1673014999978,10.987754433823497,2.0020087000448257,0.029441304412423906,743.9166948000493,10.939951394118372
