method,setup_seconds,setup_operation,fit_or_setup_seconds,vectorstore_reused,vectorstore_build_seconds,vectorstore_load_seconds,inference_seconds,inference_seconds_per_sample,total_runtime_seconds,total_runtime_seconds_per_sample,retrieval_seconds,retrieval_seconds_per_sample,llm_seconds,llm_seconds_per_sample
ollama_deepseek_r1_70b_nomic_embed_rag,0.15564519999315962,vectorstore_load,0.15564519999315962,True,0.0,0.15564519999315962,19610.408318899994,288.38835763088224,19610.563964099987,288.3906465308822,51.40916740009891,0.7560171676485133,34341.939283499974,505.02851887499963
