method,setup_seconds,setup_operation,fit_or_setup_seconds,vectorstore_reused,vectorstore_build_seconds,vectorstore_load_seconds,inference_seconds,inference_seconds_per_sample,total_runtime_seconds,total_runtime_seconds_per_sample,retrieval_seconds,retrieval_seconds_per_sample,llm_seconds,llm_seconds_per_sample
retrieval_only_nomic_embed_text,1.0098559000034584,vectorstore_build,1.0098559000034584,False,1.0098559000034584,0.0,2.0020087000448257,0.029441304412423906,3.011864600048284,0.04429212647129829,2.0020087000448257,0.029441304412423906,0.0,0.0
