method,setup_seconds,setup_operation,fit_or_setup_seconds,vectorstore_reused,vectorstore_build_seconds,vectorstore_load_seconds,inference_seconds,inference_seconds_per_sample,total_runtime_seconds,total_runtime_seconds_per_sample,retrieval_seconds,retrieval_seconds_per_sample,llm_seconds,llm_seconds_per_sample
openai_gpt5mini_text_embedding_3_small_rag,2.247619499976281,vectorstore_build,2.247619499976281,False,2.247619499976281,0.0,1604.076338200015,23.589357914706103,1606.3239576999913,23.622411142646932,34.40975289995549,0.506025777940522,1569.2587102998514,23.077333974997813
