method,setup_seconds,setup_operation,fit_or_setup_seconds,vectorstore_reused,vectorstore_build_seconds,vectorstore_load_seconds,inference_seconds,inference_seconds_per_sample,total_runtime_seconds,total_runtime_seconds_per_sample,retrieval_seconds,retrieval_seconds_per_sample,llm_seconds,llm_seconds_per_sample
retrieval_only_text_embedding_3_small,2.58120030000282,vectorstore_build,2.58120030000282,False,2.58120030000282,0.0,24.10112400005164,0.3544282941184065,26.68232430005446,0.39238712205962445,24.10112400005164,0.3544282941184065,0.0,0.0
