method,k,micro_f1,macro_f1,hamming_loss,subset_accuracy,precision_at_k,recall_at_k,partial_hit_at_k,lrap,coverage_error,n_samples,n_labels
flaml,1,0.08264462809917356,0.05402354458958232,0.061598224195338516,0.014705882352941176,0.14705882352941177,0.05759803921568628,0.14705882352941177,0.23953725144803528,23.63235294117647,68,53
flaml,3,0.15873015873015872,0.07665979269752855,0.08823529411764706,0.0,0.14705882352941177,0.189572192513369,0.3382352941176471,0.23953725144803528,23.63235294117647,68,53
flaml,5,0.1828793774319066,0.08056482301765319,0.11653718091009989,0.0,0.13823529411764707,0.29265342500636615,0.4852941176470588,0.23953725144803528,23.63235294117647,68,53
flaml,7,0.16307692307692306,0.074317922617276,0.1509433962264151,0.0,0.11134453781512606,0.32745734657499365,0.5294117647058824,0.23953725144803528,23.63235294117647,68,53
flaml,10,0.1756440281030445,0.09584050093484058,0.195338512763596,0.0,0.11029411764705882,0.4469665138782786,0.6617647058823529,0.23953725144803528,23.63235294117647,68,53
