method,k,micro_f1,macro_f1,hamming_loss,subset_accuracy,precision_at_k,recall_at_k,partial_hit_at_k,lrap,coverage_error,n_samples,n_labels
autokeras_vanilla,1,0.18181818181818182,0.009224318658280922,0.05493895671476138,0.0,0.3235294117647059,0.12979691876750699,0.3235294117647059,0.17197227947782884,53.0,68,53
autokeras_vanilla,3,0.13227513227513227,0.010818791153630377,0.09100998890122086,0.0,0.12254901960784313,0.14940476190476187,0.36764705882352944,0.17197227947782884,53.0,68,53
autokeras_vanilla,5,0.12062256809338522,0.013878454590652303,0.12541620421753608,0.0,0.09117647058823529,0.2046632289279348,0.4411764705882353,0.17197227947782884,53.0,68,53
autokeras_vanilla,7,0.11076923076923077,0.016521787012491698,0.16037735849056603,0.0,0.07563025210084033,0.23050993124522537,0.45588235294117646,0.17197227947782884,53.0,68,53
autokeras_vanilla,10,0.11007025761124122,0.022295379198848404,0.21087680355160932,0.0,0.06911764705882353,0.2891233766233766,0.5294117647058824,0.17197227947782884,53.0,68,53
